id,carat,cut,color,clarity,depth,table,x,y,z,price
5061,0.3,Fair,G,VVS2,64.4,58.0,4.21,4.17,2.7,819
9067,1.01,Ideal,J,SI2,61.9,55.0,6.5,6.43,4.01,4174
9228,0.35,Ideal,D,VVS2,61.0,57.0,4.54,4.58,2.78,910
13397,0.51,Very Good,G,IF,63.8,58.0,5.06,5.09,3.24,2063
21666,0.52,Premium,G,SI1,60.6,61.0,5.19,5.17,3.14,1249
8579,0.7,Premium,J,SI1,,59.0,5.65,5.6,3.53,1844
10381,0.9,Good,F,VS2,63.6,59.0,6.11,6.06,3.87,4234
7533,0.31,Very Good,G,VVS2,60.0,62.0,4.4,4.44,2.65,707
22418,0.58,Very Good,E,VS2,59.6,59.0,5.4,5.44,3.23,1906
3467,0.41,Very Good,F,IF,63.3,56.0,4.69,4.75,2.99,1255
12605,0.91,Ideal,F,VS2,62.8,57.0,6.18,6.2,3.89,5214
21761,0.4,Very Good,E,SI1,62.2,62.0,4.66,4.69,2.91,687
6768,0.42,Premium,F,SI1,62.9,57.0,4.77,4.73,2.99,992
914,0.62,Premium,J,VVS2,60.9,58.0,5.5,5.56,3.37,1415
6360,1.32,Premium,F,VS2,62.2,58.0,7.03,6.95,4.35,10814
1767,0.4,Premium,D,VS2,61.7,59.0,4.73,4.76,2.93,982
5621,0.32,Ideal,D,SI1,62.7,54.0,4.35,4.39,2.74,589
4345,1.01,Good,F,VS2,63.1,59.0,6.31,6.37,4.0,5817
5673,0.71,Ideal,H,IF,62.0,54.0,5.71,5.75,3.55,3190
19696,0.33,Premium,G,VVS2,60.6,58.0,4.5,4.47,2.72,965
18106,0.24,Very Good,F,SI1,60.9,61.0,4.02,4.03,2.45,404
22048,1.5,Very Good,D,SI1,,59.0,7.33,7.39,4.49,12179
9841,0.71,Ideal,I,VS1,62.1,56.0,5.72,5.68,3.54,2327
16889,1.27,Premium,E,VS2,61.2,59.0,7.02,6.97,4.28,9086
16395,2.0,Fair,G,VS2,67.6,58.0,7.65,7.61,5.16,18515
24057,1.01,Premium,H,VS1,60.9,62.0,6.52,6.49,3.96,5000
15693,0.35,Premium,H,SI2,61.6,58.0,4.49,4.54,2.78,441
13412,1.05,Good,H,VS1,63.3,57.0,6.4,6.45,4.07,5555
13022,0.41,Ideal,F,VVS1,60.3,56.0,4.85,4.8,2.91,1356
18532,1.51,Very Good,I,VVS1,63.0,59.0,7.24,7.3,4.58,11088
10874,1.24,Ideal,E,VS2,62.7,58.0,6.79,6.86,4.28,8887
2777,0.75,Very Good,H,VS1,59.3,59.0,5.87,6.0,3.52,2513
7973,1.0,Good,E,VVS2,64.1,57.0,6.32,6.29,4.04,7692
5515,0.41,Ideal,J,VS1,62.7,57.0,4.75,4.72,2.97,830
14802,0.41,Premium,D,SI1,61.0,59.0,4.76,4.78,2.91,791
26246,2.28,Good,J,SI1,63.7,55.0,8.35,8.28,5.3,14350
23450,0.73,Good,F,VVS2,59.5,61.0,5.8,5.83,3.46,3616
4445,0.72,Premium,F,SI1,59.5,62.0,5.85,5.74,3.45,2670
3353,0.38,Ideal,F,SI1,61.7,56.0,4.68,4.72,2.9,766
20933,1.06,Ideal,I,VS2,61.6,57.0,6.53,6.58,4.04,5748
2501,0.36,Ideal,E,VS1,61.8,54.0,4.56,4.6,2.83,835
11439,0.51,Very Good,I,VS2,63.3,56.0,5.02,5.06,3.19,1140
22967,1.31,Very Good,G,VVS2,62.2,59.0,6.91,6.98,4.32,11108
11489,1.51,Premium,E,SI1,60.6,59.0,7.45,7.41,4.5,12738
13210,0.32,Very Good,D,SI1,58.9,60.0,4.47,4.49,2.64,589
8501,0.6,Very Good,F,VS2,60.8,56.0,5.45,5.48,3.32,2270
222,1.7,Ideal,J,SI2,60.5,57.0,7.74,7.84,4.71,8505
5059,0.54,Premium,F,SI1,60.4,58.0,5.29,5.2,3.17,1555
15287,1.09,Ideal,G,VS2,62.2,55.0,6.61,6.65,4.13,7961
16063,1.2,Good,E,SI1,59.9,64.0,6.84,6.79,4.08,6653
25052,0.56,Ideal,H,VVS1,61.7,55.0,5.3,5.33,3.28,1941
4566,0.31,Ideal,D,VS2,61.6,57.0,4.36,4.38,2.69,734
22234,1.2,Very Good,F,SI1,63.3,58.0,6.63,6.57,4.18,6955
7190,0.3,Premium,F,VS2,60.7,58.0,4.32,4.35,2.63,605
5540,0.36,Premium,E,SI2,58.5,59.0,4.67,4.63,2.72,475
12475,0.7,Very Good,I,SI1,61.1,56.0,5.74,5.75,3.51,2021
7531,1.02,Premium,G,VVS1,62.1,59.0,6.39,6.36,3.96,8005
3934,0.3,Very Good,D,SI1,62.2,58.0,4.28,4.31,2.67,552
22265,1.72,Good,F,SI1,64.3,60.0,7.56,7.52,4.85,13622
8257,0.51,Ideal,G,VVS2,62.9,57.0,5.12,5.09,3.21,1974
3909,1.01,Good,J,SI1,58.8,57.0,6.57,6.63,3.88,3853
12638,0.31,Ideal,H,VS1,61.7,57.0,4.34,4.38,2.69,544
2400,0.56,Ideal,G,VS2,,57.0,5.37,5.39,3.21,1662
10946,0.34,Good,F,SI2,63.9,56.0,4.43,4.4,2.82,536
12219,0.3,Ideal,J,VS2,61.9,56.0,4.33,4.3,2.67,630
18461,0.56,Ideal,E,VVS2,62.1,57.0,5.26,5.3,3.28,2622
1350,0.4,Premium,E,SI2,60.5,59.0,4.74,4.78,2.88,640
13004,1.01,Good,D,SI2,63.6,56.0,6.38,6.33,4.04,4805
17706,0.3,Ideal,I,VVS2,62.2,56.0,4.27,4.31,2.67,515
23125,0.41,Ideal,F,VS1,61.3,55.0,4.83,4.79,2.95,1076
8691,0.56,Premium,E,SI2,62.6,59.0,5.2,5.24,3.27,1206
23529,1.5,Very Good,E,SI2,60.1,60.0,7.35,7.42,4.44,9281
19373,0.41,Ideal,F,VVS1,61.3,54.0,4.79,4.84,2.95,1196
22650,0.72,Ideal,I,VVS2,62.4,53.0,5.75,5.78,3.6,2340
23987,1.21,Premium,J,SI2,60.8,58.0,6.93,6.88,4.19,3984
4401,0.75,Ideal,I,VS1,61.9,54.1,5.82,5.85,3.61,2564
13986,0.53,Premium,E,SI2,60.5,60.0,5.21,5.24,3.16,1141
26734,0.41,Ideal,G,VS2,60.9,56.0,4.82,4.84,2.94,949
24306,1.0,Fair,E,SI1,66.5,55.0,6.21,6.19,4.12,3696
14551,0.71,Premium,F,VS2,62.6,58.0,5.67,5.7,3.56,2853
2344,0.35,Ideal,D,VS2,60.6,56.0,4.57,4.54,2.76,1063
19283,0.38,Ideal,G,VVS2,61.0,56.0,4.67,4.71,2.86,943
6665,1.01,Ideal,F,VS1,62.2,57.0,6.38,6.48,4.0,7122
18287,0.3,Ideal,H,IF,61.2,56.0,4.36,4.37,2.67,764
5839,0.31,Ideal,F,IF,62.2,56.0,4.31,4.34,2.69,979
4539,0.4,Good,E,SI1,64.2,57.0,4.66,4.68,3.0,662
20905,0.9,Premium,D,SI1,62.4,61.0,6.17,6.13,3.84,4612
1474,0.31,Premium,G,VS1,62.1,58.0,4.36,4.31,2.69,695
7544,0.4,Ideal,I,VVS2,61.4,56.0,4.76,4.79,2.93,1240
